latency_ms
44.1742
42.3497
44.6016
43.0216
43.6495
44.0198
44.6243
44.2167
43.8323
45.4136
44.9048
42.5303
43.05
42.9721
41.5824
42.3227
42.3146
41.718
43.4055
43.5924
43.8667
42.3267
43.5157
41.4416
42.7377
43.6485
42.3534
42.9748
49.3404
42.9332
42.0953
43.1736
44.0166
45.0806
45.0178
44.7641
45.4032
44.8669
45.6973
42.7183
44.0168
43.9023
43.286
42.1529
44.757
45.8742
43.6107
43.2017
41.741
44.3532
43.4938
43.3074
42.5933
42.5576
43.6843
43.9429
48.0249
44.004
44.4333
43.99
43.7475
45.5834
45.012
45.3549
43.6522
43.8737
43.8918
43.5812
44.8746
45.964
43.9296
44.1573
44.1634
43.9841
41.9335
42.7945
43.6877
44.3234
44.9047
42.9412
43.009
43.8631
57.2614
42.3822
43.6385
44.3856
42.9932
43.3148
42.5885
42.8689
42.9464
46.4126
46.8258
45.2754
44.5894
43.104
42.8197
43.9542
43.217
43.0911
43.9674
43.7782
44.3192
43.4844
44.5977
42.7068
43.5435
45.1754
44.4814
43.0167
48.5703
44.7359
44.4635
44.7369
44.7277
44.1069
44.6447
44.1096
44.1813
42.9649
43.5412
42.4381
43.0994
43.6946
41.9609
43.8979
43.924
44.5929
42.6423
44.9525
44.6583
43.369
44.9744
44.0822
45.7992
43.8729
44.4542
44.0359
49.4916
44.8602
44.3488
44.3261
45.9333
44.2399
46.8979
45.6417
45.5944
46.7325
46.6899
46.6127
44.1312
43.7615
43.4588
43.6567
43.9262
43.9453
43.9293
44.9665
43.495
44.2533
43.2339
43.9566
45.6273
44.5571
43.8075
48.8834
44.5319
44.023
44.7701
44.8631
45.4502
45.34
43.8878
43.4535
42.9734
43.8334
43.7224
43.3536
44.0083
44.2346
43.2274
43.8947
44.6977
43.6677
42.7868
42.3917
42.8021
43.4052
43.8037
44.3839
45.5735
45.3249
50.6649
45.2665
44.8618
44.597
48.3282
45.1579
46.0562
44.5046
