condition_id,repetition,mode_key,threads,prompt_bytes,requests,p50_us,p95_us,p99_us,throughput_rps
inline-0603,11,evidence:data,8,2048,1000,32036.063,52910.39855,67089.67816,235.7748371317645
inline-0604,9,evidence:full,4,2048,1000,16008.9585,18944.581249999996,29900.009759999997,244.3205847666604
inline-0605,15,policy_only,4,128,1000,0.291,0.75,1.0844099999999997,1351351.3513513512
inline-0606,6,policy_only,4,2048,1000,0.833,1.042,2.7529099999999973,2133715.6951859104
inline-0607,7,evidence:data,4,2048,1000,16019.0005,19098.667299999997,29050.077169999997,245.22510194111095
inline-0608,6,policy_only,8,2048,1000,1.291,2.544049999999998,30.802499999999952,903308.0949051616
inline-0609,4,evidence:full,4,128,1000,16001.6665,29452.26599999998,52014.07184,242.82559144920646
inline-0610,18,policy_only,8,128,1000,0.375,1.584,26.84674999999999,1100310.9478738692
inline-0611,19,evidence:none,1,128,1000,24.292,30.542,36.88416999999999,38782.8634349889
inline-0612,6,policy_only,8,128,1000,0.25,1.333,14.110089999999975,2002836.0157983706
inline-0613,15,evidence:full,1,128,1000,3999.4165,4754.9607,6287.512409999985,242.75864613745807
inline-0614,15,policy_only,8,16384,1000,8.875,19.30449999999999,38.59258999999999,619850.591213494
inline-0615,15,evidence:full,4,128,1000,15995.3125,28961.01875,52088.967,244.68143860122973
inline-0616,6,evidence:full,4,128,1000,15994.0205,29139.38095,52059.0255,244.6811567382723
inline-0617,15,evidence:data,1,128,1000,4685.2505,5927.009799999999,8979.069169999999,207.07527909729845
inline-0618,12,evidence:data,1,128,1000,4026.5625,6101.068749999995,8880.54125,226.76130322895625
inline-0619,5,evidence:none,4,128,1000,32.0835,42.834,68.58416999999993,30526.117016252778
inline-0620,1,evidence:full,8,128,1000,31975.5625,62003.23155,125007.65391999998,241.55798375524105
inline-0621,10,evidence:data,1,128,1000,4000.5,4487.666949999996,6534.278419999999,243.18975460318651
inline-0622,18,policy_only,4,16384,1000,8.625,9.208,25.424339999999994,345552.53158695693
inline-0623,3,evidence:none,1,2048,1000,29.354,37.6271,55.32258999999989,30649.30522469205
inline-0624,19,evidence:full,8,16384,1000,32111.0415,41742.51874999999,64285.21141999999,236.5122531381185
inline-0625,11,policy_only,1,2048,1000,1.291,1.5,1.5424099999999996,544464.5109864771
inline-0626,4,evidence:none,1,2048,1000,34.375,44.016649999999984,50.00541,27863.399683053827
inline-0627,10,evidence:none,4,128,1000,23.875,29.087199999999996,62.917499999999734,40358.7896398987
inline-0628,8,evidence:data,1,2048,1000,4008.4375,5138.382999999999,7193.964259999999,239.0173494445473
inline-0629,7,evidence:full,1,128,1000,4000.354,4511.387199999997,5850.037079999999,244.58426736202645
inline-0630,2,evidence:none,4,128,1000,32.125,42.1292,56.628569999999954,31141.20818919106
inline-0631,15,evidence:data,1,16384,1000,4008.5625,5030.2524,6217.472499999999,238.09224300819832
inline-0632,9,policy_only,8,2048,1000,0.875,2.792,18.994669999999964,2207505.518763797
inline-0633,11,policy_only,1,16384,1000,4.958,5.667,6.875,192426.40459729772
inline-0634,18,evidence:none,1,2048,1000,22.792,29.0021,33.29699999999999,40249.14219015707
inline-0635,0,policy_only,8,128,1000,0.25,0.95805,15.051989999999991,1286104.1590036293
inline-0636,14,evidence:full,4,128,1000,19845.583,36055.0396,52139.70665999999,206.01713029306927
inline-0637,8,evidence:full,4,16384,1000,16033.292,19116.2402,30644.613419999998,238.69736880319456
inline-0638,13,policy_only,4,128,1000,0.208,0.75,1.1254199999999996,1882944.8504282758
inline-0639,15,policy_only,4,16384,1000,7.333,7.70805,8.127499999999998,462401.017282238
inline-0640,8,evidence:none,4,128,1000,22.875,26.667,32.39874999999998,45086.84989722002
inline-0641,11,evidence:data,1,128,1000,3997.1665,4980.49825,6634.807499999998,241.00323866104893
inline-0642,15,policy_only,1,128,1000,0.084,0.29404999999999815,0.334,2001000.500250125
inline-0643,11,evidence:none,1,2048,1000,34.291,42.66905,48.137089999999986,27839.19180821759
inline-0644,7,evidence:none,8,16384,1000,460.0835,540.69585,575.96816,16907.24264006594
inline-0645,14,policy_only,1,2048,1000,0.667,0.792,0.9178299999999993,994901.1317000373
inline-0646,16,evidence:none,1,128,1000,19.791,22.917,27.54434,48386.6090059576
inline-0647,8,policy_only,8,2048,1000,0.875,3.042,32.39708999999998,1745581.4968361335
inline-0648,5,evidence:full,8,2048,1000,32047.7295,38066.43125,62949.18666,243.14206907488153
inline-0649,15,evidence:none,4,128,1000,30.7295,39.92115,55.71532999999996,32052.866202553985
inline-0650,11,evidence:data,8,16384,1000,32712.3335,39871.2149,61112.04791999999,239.05939211546988
inline-0651,7,evidence:none,4,128,1000,22.5,26.875,49.42699999999999,44547.64649215126
inline-0652,11,evidence:none,4,2048,1000,125.9795,150.2771,237.63398999999995,30741.16928402618
inline-0653,6,policy_only,1,2048,1000,0.75,0.834,1.042,923006.4905816418
inline-0654,18,policy_only,1,128,1000,0.084,0.291,0.333,2245717.4168859986
inline-0655,19,evidence:data,4,2048,1000,16170.854,31911.147599999993,43892.24082999999,215.31003836712708
inline-0656,6,evidence:full,8,2048,1000,32024.708,42069.0375,64973.28792,242.43745893904944
inline-0657,3,evidence:data,4,2048,1000,16012.0625,27984.9619,43340.70883999999,234.74325118287857
inline-0658,1,evidence:full,4,16384,1000,16062.875,26042.337499999998,48922.334589999984,202.87392039588318
inline-0659,12,evidence:none,4,2048,1000,150.1455,193.1702,267.8923199999999,24172.88427495138
inline-0660,7,evidence:data,1,16384,1000,4025.458,5129.254449999999,7047.682,233.38330332802775
inline-0661,7,evidence:data,4,128,1000,15988.9995,32013.26284999996,64034.860329999996,241.20669197343278
inline-0662,3,evidence:none,4,16384,1000,237.25,299.2127999999999,350.52425999999997,15896.661273512374
inline-0663,0,evidence:full,8,2048,1000,32058.9375,58667.53124999999,67042.31024,240.81170397204872
inline-0664,18,evidence:data,4,128,1000,16172.188,36946.51425,88048.53499999999,194.68934674252964
inline-0665,10,policy_only,8,2048,1000,1.292,3.918099999999998,33.37583,1013771.0661627549
inline-0666,18,policy_only,1,16384,1000,6.625,7.166,7.25,145838.15814573198
inline-0667,0,evidence:full,1,2048,1000,3998.3755,4512.9295,6330.6695899999995,244.10574392212746
inline-0668,15,evidence:none,1,2048,1000,34.583,44.170199999999994,48.334669999999996,27426.502185179135
inline-0669,5,evidence:data,8,128,1000,31988.4795,61570.72679999999,93999.76157999992,244.34329738536334
inline-0670,17,policy_only,1,128,1000,0.084,0.291,0.375,2145158.591574675
inline-0671,3,evidence:none,4,128,1000,19.625,94.38089999999995,1623.2380899999991,46685.7047858403
inline-0672,16,evidence:none,4,16384,1000,209.6875,251.542,274.95491,18042.698153436297
inline-0673,12,policy_only,4,16384,1000,6.0,8.339249999999995,12.840239999999994,464378.24165036314
inline-0674,17,evidence:full,1,16384,1000,4024.9585,5035.6667,6368.998419999996,234.70427587009902
inline-0675,12,evidence:none,4,16384,1000,224.271,246.10174999999998,261.92893,17706.414474441393
inline-0676,11,evidence:full,4,128,1000,16003.208,28234.62324999998,49648.99458999998,244.2252879379755
inline-0677,5,evidence:full,1,16384,1000,4176.2915,5840.202049999997,8800.776749999997,219.59254055119374
inline-0678,7,evidence:full,8,2048,1000,39214.938,56806.56039999999,78085.37125,206.8509856902782
inline-0679,9,policy_only,4,16384,1000,8.666,9.042,9.62542,393333.0055558287
inline-0680,8,evidence:full,4,2048,1000,16014.6875,23487.595199999803,29546.54325,243.7261116238762
inline-0681,11,evidence:none,8,128,1000,29.958,38.881249999999994,4558.876249999987,32973.19243184779
inline-0682,2,policy_only,1,16384,1000,5.792,6.125,7.2914200000000005,166487.44293434784
inline-0683,1,evidence:none,4,16384,1000,230.292,275.2521,307.3037499999999,16916.287636096822
inline-0684,2,evidence:full,4,16384,1000,16023.208,19048.9705,28930.425829999996,240.8472572599988
inline-0685,8,evidence:none,4,16384,1000,246.458,307.03749999999985,357.72841999999997,15641.282819810467
inline-0686,4,evidence:none,8,16384,1000,448.979,499.72055,598.7808299999999,17635.142239237706
inline-0687,0,policy_only,1,2048,1000,0.75,0.875,1.042,940880.7019722741
inline-0688,17,evidence:full,1,2048,1000,4000.8545,4925.583949999999,6959.351079999998,242.2584690942587
inline-0689,3,policy_only,4,2048,1000,1.25,1.8791999999999962,4.630659999999958,1174513.9861125466
inline-0690,18,evidence:data,8,16384,1000,32056.9375,35903.29825,48725.921839999995,243.23071936581493
inline-0691,18,evidence:full,1,2048,1000,4001.9585,4613.16605,8016.27575,242.396038807759
inline-0692,9,evidence:data,1,2048,1000,4003.104,4648.355949999999,6031.23325,243.3785148306805
inline-0693,17,policy_only,8,2048,1000,1.5,2.958,24.232499999999902,797262.5194133424
inline-0694,14,policy_only,8,16384,1000,7.583,12.669049999999997,29.70883,665483.4371154753
inline-0695,11,evidence:full,8,16384,1000,32752.7915,36853.5104,46183.35333,239.9588062333405
inline-0696,1,evidence:data,8,2048,1000,33033.458,62940.45654999998,110195.86865999996,201.0205208783431
inline-0697,16,evidence:full,4,128,1000,15985.6875,28246.694049999995,42033.85624999999,242.4325292088772
inline-0698,3,evidence:full,1,2048,1000,4004.9995,4893.6045,6682.6448199999995,239.23891402758233
inline-0699,10,evidence:data,4,128,1000,15975.9375,29104.175299999995,64033.94216999998,245.2281263054635
inline-0700,8,evidence:none,4,2048,1000,150.75,197.97259999999997,243.48565999999985,25285.00946607542
inline-0701,1,evidence:full,4,128,1000,15990.584,29737.779149999995,58946.34800999995,243.14114039273372
inline-0702,16,evidence:none,1,16384,1000,87.375,110.75,125.34065999999999,10906.864917114643
inline-0703,18,evidence:data,4,2048,1000,16106.854,28952.776799999996,41748.89698999998,199.3048876915204
inline-0704,5,evidence:full,1,2048,1000,4002.312,4939.6003,6489.25367,240.741239850829
inline-0705,1,evidence:full,4,2048,1000,16034.25,27895.389600000002,31478.34791,241.60602041265145
inline-0706,16,evidence:none,1,2048,1000,36.791,53.46104999999999,69.55332999999996,25092.030038572473
inline-0707,2,policy_only,8,2048,1000,0.833,2.0461499999999964,12.889999999999985,1630877.0693791413
inline-0708,17,evidence:full,8,2048,1000,32044.8545,41097.28749999999,63765.50525,242.14774392422876
inline-0709,5,evidence:data,4,16384,1000,16035.479,18877.26075,28013.28459,240.56515727985555
inline-0710,11,evidence:full,4,16384,1000,19734.479,29994.675,39701.026079999996,200.15196870476177
inline-0711,10,evidence:data,4,16384,1000,16031.0625,24034.546149999995,35023.93290999999,233.11063657255406
inline-0712,5,evidence:data,4,128,1000,15981.875,28786.624999999993,52022.85926,245.29659370175415
inline-0713,16,evidence:data,8,16384,1000,32064.625,37981.64165,61987.03899,241.4965104250519
inline-0714,12,evidence:data,4,128,1000,15984.3125,29018.27915,75998.63158,241.9635633327155
inline-0715,13,evidence:data,4,2048,1000,16478.125,29169.437499999996,38936.69375,225.90151580213035
inline-0716,3,evidence:none,1,16384,1000,81.5835,112.00415,129.75333,11573.421059864968
inline-0717,14,evidence:none,8,128,1000,23.25,27.63539999999999,476.9659199999994,41603.8275521348
inline-0718,11,evidence:none,4,16384,1000,229.542,272.7521,289.593,16979.274062343786
inline-0719,19,evidence:data,1,16384,1000,4026.5415,5090.219349999999,7847.88708,230.5016338691109
